InfraredT,H,RollAngle,PitchingAngle,HeadingAngle,GPS,LowSpeed,A_10,A_10_2,A_30,A_30_2,A_30_10,A_30_MAX,A_80,A_80_2,A_80_10,A_100,A_100_2,A_100_10,A_1_2_T,A_30_T,A_80_T,A_100_T,A_10_T,A_1_5_H,A_30_H,A_80_H,A_100_H
24.6,600.18,-0.126051,-0.916732,-58.057813,-60.395481,21.595,2.7,2.1,2.5,2.4,2.3,2.9,2.5,2.4,2.4,2.3,2.4,2.6,25.6,24.8,24.2,24.1,25.2,76,76,78,86
25.1,600.09,-0.590147,-1.002676,-56.350399,-59.05476,21.68,2.2,2.2,2.5,2.3,2.3,2.9,2.1,2.4,2.4,2.6,2.5,2.6,25.6,24.8,24.2,24.1,25.2,75,77,78,87
25.5,600.09,-0.590147,-1.002676,-56.350399,-59.05476,21.68,2.7,2.5,2.6,2.4,2.3,2.9,2.9,2.4,2.4,2.8,2.5,2.6,25.6,24.8,24.2,24.1,25.1,74,76,78,87
24.9,600.09,-0.590147,-1.002676,-56.350399,-59.05476,21.68,3.1,2.7,2.7,2.5,2.4,2.9,2.1,2.4,2.4,2.9,2.7,2.6,25.7,24.8,24.2,24.1,25.1,73,76,77,85
25.7,600.05,2.051189,-1.008406,-57.490585,-60.68196,21.745,2.7,2.6,2.8,2.4,2.4,2.9,2.8,2.6,2.5,2.9,2.8,2.7,25.7,24.8,24.3,24.1,25.2,73,75,77,85
24.6,600.05,2.051189,-1.008406,-57.490585,-60.68196,21.745,2.8,2.7,2.9,2.4,2.4,2.9,1.9,2.3,2.4,2.6,2.9,2.7,25.7,24.9,24.3,24.2,25.2,74,75,77,84
24.6,600.05,2.051189,-1.008406,-57.490585,-60.68196,21.745,2.8,2.6,2.3,2.5,2.4,2.9,3.1,2.6,2.5,2.7,2.8,2.7,25.8,24.9,24.3,24.2,25.2,74,75,77,86
25.1,600.05,2.051189,-1.008406,-57.490585,-60.68196,21.745,2.1,2.6,2.5,2.6,2.5,2.9,2.3,2.5,2.5,2.2,2.7,2.7,25.9,24.8,24.3,24.2,25.3,74,75,77,85
25.5,600.05,2.956462,-0.773493,-53.519988,-56.814495,21.409,3.3,2.8,2.9,2.7,2.5,2.9,2.3,2.6,2.5,2.7,2.8,2.7,25.9,25,24.3,24.2,25.3,74,74,77,85
24.9,600.05,2.956462,-0.773493,-53.519988,-56.814495,21.409,2.4,2.5,2.4,2.5,2.5,2.9,2.9,2.7,2.6,2.4,2.8,2.7,26,25,24.3,24.2,25.4,73,74,76,84
24.6,600.05,2.956462,-0.773493,-53.519988,-56.814495,21.409,3.2,2.7,3.2,2.8,2.6,2.9,2.6,2.7,2.6,2.3,2.7,2.7,26,25,24.3,24.3,25.4,73,74,76,84
24.6,599.96,-1.249048,-0.710468,-56.081109,-59.318321,21.345,2.1,2.7,2.9,2.8,2.6,2.9,3.3,2.9,2.7,2.7,2.9,2.8,26,25,24.3,24.2,25.3,72,73,75,83
25.7,599.96,-1.249048,-0.710468,-56.081109,-59.318321,21.345,2.6,2.5,2.8,2.8,2.7,2.9,2.7,2.8,2.7,2.5,2.8,2.8,26,24.9,24.4,24.2,25.3,71,73,75,82
25.5,599.96,-1.249048,-0.710468,-56.081109,-59.318321,21.345,2.3,2.4,2.3,2.7,2.7,2.9,2.3,2.7,2.7,2.3,2.7,2.8,26.1,25.1,24.4,24.3,25.4,71,73,75,82
25,599.95,4.010705,-0.641713,-54.408072,-56.568123,21.422,2.9,2.3,3.4,2.6,2.6,2.9,2.5,2.3,2.6,2.6,2.5,2.7,26.1,25.1,24.5,24.4,25.4,71,73,76,85
24.9,599.95,4.010705,-0.641713,-54.408072,-56.568123,21.422,2,2.4,2.8,2.9,2.7,2.9,3.1,2.7,2.6,2.8,2.6,2.7,26.1,25,24.4,24.2,25.4,70,71,75,84
25.7,599.95,4.010705,-0.641713,-54.408072,-56.568123,21.422,2.9,2.8,2.9,2.9,2.7,2.9,2.8,2.9,2.7,2.8,2.9,2.7,26.1,25,24.4,24.2,25.4,70,72,74,83
25.5,599.95,7.545854,-1.277696,118.092331,120.074765,25.787,2.1,2.4,2.6,2.8,2.7,2.9,2.4,2.8,2.7,2.7,2.9,2.8,26.1,25.1,24.5,24.3,25.4,70,73,75,84
24.6,599.95,7.545854,-1.277696,118.092331,120.074765,25.787,2.4,2.4,2.6,2.8,2.7,2.9,2.8,2.7,2.7,2.8,2.8,2.8,26.2,25,24.4,24.2,25.5,70,73,75,84
24.6,599.95,7.545854,-1.277696,118.092331,120.074765,25.787,2,2.2,2.2,2.5,2.7,2.9,2.2,2.5,2.6,2.4,2.6,2.7,26.2,25.1,24.5,24.3,25.5,70,73,75,83
25,599.92,4.302913,-1.369369,120.619075,121.764991,26.21,2.6,2.3,2.6,2.6,2.7,2.9,2.4,2.2,2.5,2.6,2.5,2.7,26.2,25.2,24.5,24.3,25.6,71,73,76,85
24.9,599.92,4.302913,-1.369369,120.619075,121.764991,26.21,2.2,2.3,2,2.4,2.6,2.9,2.2,2.5,2.6,2.5,2.6,2.7,26.2,25.1,24.5,24.3,25.5,70,71,75,83
24.6,599.92,4.302913,-1.369369,120.619075,121.764991,26.21,1.7,2,2.2,2.1,2.5,2.9,2.6,2.5,2.5,3,2.6,2.7,26.2,25.2,24.5,24.3,25.6,70,71,74,84
24.5,599.92,4.302913,-1.369369,120.619075,121.764991,26.21,2.6,2.3,2.6,2.2,2.4,2.9,2.8,2.9,2.7,2.9,2.9,2.7,26.3,25.3,24.4,24.3,25.6,70,72,74,83
25,600.11,-0.492744,-1.249048,121.684777,121.954067,26.535,2.7,2.6,2.9,2.6,2.5,2.9,2.8,2.9,2.7,2.8,2.8,2.7,26.3,25.2,24.4,24.2,25.6,70,71,73,81
25.7,600.11,-0.492744,-1.249048,121.684777,121.954067,26.535,3,2.8,3.2,2.9,2.6,2.9,3.1,3,2.8,3.1,2.9,2.8,26.3,25.2,24.4,24.3,25.5,68,69,72,79
25.5,599.75,1.369369,-1.042783,120.510213,120.82534,25.875,2.3,2.5,2.1,2.6,2.6,2.9,2.3,2.9,2.8,3.3,3.1,2.8,26.3,25.2,24.5,24.4,25.5,68,70,72,80
24.9,599.75,1.369369,-1.042783,120.510213,120.82534,25.875,2.8,2.6,3.2,2.8,2.6,2.9,2.8,2.8,2.8,2.4,2.7,2.8,26.3,25.2,24.6,24.4,25.4,68,71,73,82
24.6,599.75,1.369369,-1.042783,120.510213,120.82534,25.875,2.6,2.6,2.8,2.9,2.7,2.9,3,3,2.8,3.2,2.9,2.8,26.3,25.1,24.4,24.3,25.5,68,70,72,79
24.5,599.75,1.369369,-1.042783,120.510213,120.82534,25.875,2.8,2.8,2.5,2.8,2.7,2.9,3.1,3,2.9,3,3,2.9,26.3,25.1,24.5,24.3,25.4,67,70,71,80
25,599.76,1.300614,-0.865166,120.636264,120.876906,25.62,2.5,2.7,2.9,2.8,2.7,2.9,3.4,3.1,2.9,3.3,3.1,2.9,26.3,25.2,24.6,24.3,25.4,67,70,72,81
25.7,599.76,1.300614,-0.865166,120.636264,120.876906,25.62,2.3,2.5,2.5,2.8,2.8,2.9,3.1,3.1,2.9,3.1,3.1,3,26.3,25.1,24.4,24.3,25.5,68,70,71,78
25.5,599.99,1.564175,-1.277696,121.621751,121.381109,25.985,2.2,2.4,2.1,2.5,2.7,2.9,2.6,2.9,2.9,2.6,2.8,2.9,26.3,25.2,24.6,24.5,25.6,69,71,73,82
24.9,599.99,1.564175,-1.277696,121.621751,121.381109,25.985,2.5,2.4,2.6,2.5,2.7,2.9,2.8,2.7,2.9,2.7,2.9,2.9,26.3,25.2,24.5,24.3,25.5,68,71,74,82
24.6,599.99,1.564175,-1.277696,121.621751,121.381109,25.985,1.7,2.2,2.3,2.5,2.6,2.9,3.1,2.8,2.8,3.2,3,2.9,26.3,25.2,24.5,24.3,25.5,68,71,71,79
24.5,599.99,1.564175,-1.277696,121.621751,121.381109,25.985,2.9,2.3,3,2.6,2.6,2.9,3,2.8,2.8,3.3,2.9,2.9,26.3,25.2,24.5,24.4,25.6,69,71,72,80
25.7,600.15,3.586716,-1.36364,119.112196,119.175221,26.239,2.5,2.5,2,2.7,2.6,2.7,2.6,2.8,2.8,2.9,3,2.9,26.3,25.2,24.5,24.4,25.4,69,71,71,76
25,600.15,3.586716,-1.36364,119.112196,119.175221,26.239,2.7,2.7,2.9,2.8,2.7,2.7,2.9,2.8,2.8,3,2.9,2.9,26.3,25.1,24.5,24.4,25.4,68,71,71,79
25.5,600.15,3.586716,-1.36364,119.112196,119.175221,26.239,3,2.8,2.7,2.9,2.7,2.7,2.8,2.8,2.8,2.9,2.9,2.9,26.2,25.1,24.4,24.3,25.4,69,71,70,77
24.9,600.15,3.586716,-1.36364,119.112196,119.175221,26.239,3.1,2.8,2.6,2.8,2.7,2.8,2.9,2.9,2.9,3,3,3,26.2,25.1,24.6,24.4,25.4,69,71,69,75
25.6,599.98,-0.607335,-0.899544,122.504106,121.759261,25.656,2,2.5,2.3,2.6,2.7,2.8,3,2.9,2.9,2.8,2.9,2.9,26.2,25.2,24.6,24.5,25.4,68,70,70,75
24.6,599.98,-0.607335,-0.899544,122.504106,121.759261,25.656,1.6,2,2.3,2.2,2.6,2.8,2.6,2.8,2.8,2.7,2.8,2.9,26.2,25.2,24.7,24.5,25.5,69,71,73,82
24.5,599.98,-0.607335,-0.899544,122.504106,121.759261,25.656,1.2,1.8,2.4,2.2,2.5,2.8,2,2.4,2.7,1.7,2.6,2.8,26.3,25.2,24.7,24.4,25.6,70,71,74,81
25,599.95,-1.506879,-1.312073,121.976985,121.558726,25.597,2,1.7,2.1,2.2,2.4,2.8,2.1,2.2,2.6,1.6,2,2.6,26.3,25.4,24.7,24.5,25.8,68,71,74,82
25.5,599.95,-1.506879,-1.312073,121.976985,121.558726,25.597,1.9,1.8,1.8,2,2.3,2.8,2.5,2.4,2.6,2.4,2.2,2.6,26.4,25.4,24.6,24.4,25.8,69,72,72,80
24.9,599.95,-1.506879,-1.312073,121.976985,121.558726,25.597,1.9,1.8,1.6,1.9,2.2,2.8,2.2,2.2,2.5,2.4,2.2,2.5,26.5,25.5,24.7,24.5,25.9,70,71,71,80
24.6,600.06,0.349504,-1.409476,120.733667,120.189357,25.345,2.2,1.9,2.4,2.1,2.2,2.8,2.3,2.1,2.4,2.1,2,2.4,26.5,25.5,24.6,24.4,26.1,67,69,71,79
24.6,600.06,0.349504,-1.409476,120.733667,120.189357,25.345,2.1,1.9,2.5,2.4,2.3,2.8,2.3,2.2,2.4,2.4,2.2,2.4,26.5,25.5,24.6,24.4,26,65,66,66,72
25.7,600.06,0.349504,-1.409476,120.733667,120.189357,25.345,2.6,2.1,2.6,2.3,2.3,2.8,1.6,2.1,2.3,1.8,2.1,2.3,26.6,25.5,24.9,24.7,25.9,64,67,69,76
25.5,600.06,0.349504,-1.409476,120.733667,120.189357,25.345,2.2,2.3,3.3,2.6,2.3,2.8,2,2.1,2.3,2.4,2.1,2.3,26.6,25.6,25,24.8,26,63,66,70,79
25,599.94,1.117268,-1.283425,121.661858,121.810827,25.331,1.7,2.2,2.2,2.4,2.3,2.8,2.1,2.2,2.3,2,2,2.2,26.7,25.4,24.8,24.7,25.9,65,65,69,75
24.9,599.94,1.117268,-1.283425,121.661858,121.810827,25.331,2.5,2.3,2.5,2.4,2.4,2.8,2.5,2.4,2.3,2.5,2.3,2.3,26.7,25.6,24.9,24.7,26,63,65,69,76
25.6,600.1,-1.936597,-1.879302,121.346731,121.392568,25.434,2.3,2.5,2.4,2.4,2.4,2.8,2.6,2.4,2.3,3,2.5,2.3,26.7,25.6,24.8,24.7,25.9,65,66,69,75
25.5,600.1,-1.936597,-1.879302,121.346731,121.392568,25.434,2.1,2.3,2.7,2.4,2.4,2.8,3.7,2.7,2.4,3.5,2.8,2.4,26.8,25.6,24.9,24.8,25.9,64,66,70,77
24.6,599.99,-1.014135,-1.36364,119.209599,119.679424,25.517,2.8,2.5,2.9,2.8,2.5,2.8,2.9,3,2.5,2.9,2.9,2.5,26.8,25.5,24.7,24.6,26,64,67,69,77
24.5,599.99,-1.014135,-1.36364,119.209599,119.679424,25.517,2.5,2.7,2.7,2.7,2.5,2.8,2.6,2.7,2.5,2.5,2.7,2.5,26.8,25.6,24.8,24.7,25.9,63,66,67,75
25,599.99,-1.014135,-1.36364,119.209599,119.679424,25.517,2.7,2.6,2.8,2.8,2.6,2.8,2.8,2.9,2.6,2.2,2.7,2.6,26.7,25.5,24.9,24.7,25.9,64,67,69,77
24.9,599.95,-0.521392,-0.704738,-59.272484,-61.827876,22.275,2.2,2.4,3.1,2.7,2.6,2.8,2.3,2.8,2.7,3.3,2.7,2.6,26.7,25.6,24.9,24.7,26,63,66,68,74
24.6,599.95,-0.521392,-0.704738,-59.272484,-61.827876,22.275,2.8,2.4,1.8,2.4,2.5,2.8,2.7,2.7,2.6,1.9,2.7,2.6,26.7,25.6,24.9,24.7,26,64,66,69,75
24.5,599.95,-0.521392,-0.704738,-59.272484,-61.827876,22.275,2.8,2.5,2.3,2.4,2.5,2.8,2.9,2.6,2.6,3.2,2.8,2.6,26.7,25.6,24.9,24.7,25.9,64,66,69,77
25,600.1,-0.166158,-1.077161,-56.992112,-60.372563,22.18,2.7,2.9,2.8,2.6,2.5,2.8,2.7,2.8,2.7,2.7,2.9,2.7,26.7,25.7,24.8,24.6,25.9,64,67,67,72
25.6,600.1,-0.166158,-1.077161,-56.992112,-60.372563,22.18,1.9,2.6,2.2,2.5,2.5,2.8,2.4,2.5,2.6,2,2.6,2.7,26.7,25.6,24.9,24.8,25.7,66,68,69,76
25.5,600.1,-0.166158,-1.077161,-56.992112,-60.372563,22.18,2.6,2.3,2.6,2.4,2.5,2.8,2.9,2.6,2.6,3.3,2.6,2.7,26.7,25.6,24.9,24.7,25.8,67,69,72,81
24.9,600.15,-4.984733,-1.317803,-52.780872,-55.336264,21.708,2.9,2.5,2.5,2.6,2.5,2.8,2.6,2.7,2.6,2.7,2.8,2.7,26.7,25.5,24.7,24.5,25.8,68,70,72,78
24.6,600.15,-4.984733,-1.317803,-52.780872,-55.336264,21.708,2.8,2.6,2.8,2.6,2.5,2.8,2.7,2.7,2.6,2.7,2.6,2.7,26.7,25.4,24.7,24.6,25.6,69,70,70,76
24.5,600.15,-4.984733,-1.317803,-52.780872,-55.336264,21.708,3.2,2.9,2.8,2.7,2.6,2.8,2.5,2.7,2.7,2.2,2.6,2.7,26.7,25.3,24.7,24.5,25.5,68,70,71,78
25.1,600.15,-4.984733,-1.317803,-52.780872,-55.336264,21.708,3.2,3.1,3.1,2.9,2.6,2.8,3.2,2.9,2.7,3.2,2.8,2.7,26.6,25.1,24.5,24.4,25.4,67,68,70,77
25.6,600.02,2.824682,-0.979758,-55.892033,-59.043301,21.622,2.8,2.9,2.8,3,2.7,2.8,2.9,3,2.8,3.1,3.1,2.8,26.5,25.3,24.7,24.5,25.4,66,67,66,72
25.6,600.02,2.824682,-0.979758,-55.892033,-59.043301,21.622,2.5,2.8,2.8,2.8,2.7,2.8,2.5,2.7,2.7,3,3,2.8,26.5,25.5,24.8,24.7,25.5,67,70,71,75
24.9,599.94,-1.541256,-1.111538,-58.006247,-60.126191,21.237,2.1,2.6,3.4,2.9,2.8,2.8,3,2.8,2.8,2.3,2.7,2.8,26.5,25.4,24.7,24.7,25.7,68,71,73,81
24.6,599.94,-1.541256,-1.111538,-58.006247,-60.126191,21.237,3,3,3.3,3.1,2.8,2.8,3,2.8,2.8,3,2.8,2.8,26.5,25.3,24.6,24.5,25.6,69,71,72,79
24.5,599.94,-1.541256,-1.111538,-58.006247,-60.126191,21.237,2.6,2.9,3,3.1,2.9,2.9,2.9,2.9,2.8,3.1,3,2.8,26.4,25.3,24.5,24.5,25.4,70,72,72,78
25.1,599.94,-1.541256,-1.111538,-58.006247,-60.126191,21.237,2.2,2.7,2.6,2.8,2.9,2.9,3,2.8,2.8,2.7,2.8,2.8,26.4,25.2,24.5,24.4,25.4,70,72,73,80
25.6,599.94,3.002299,-1.117268,-53.89814,-56.195701,21.151,2.2,2.6,2,2.5,2.8,2.9,2.4,2.8,2.8,3.5,3,2.9,26.4,25.2,24.5,24.4,25.4,69,72,72,78
24.9,599.94,3.002299,-1.117268,-53.89814,-56.195701,21.151,3.3,2.8,2.9,2.5,2.7,2.9,2.5,2.8,2.8,2.8,2.9,2.9,26.3,25.2,24.5,24.3,25.5,69,72,72,79
24.6,599.9,0.802141,-0.916732,-54.694551,-57.278591,21.393,3.2,3.1,3.2,2.8,2.8,2.9,2.9,2.7,2.8,2.8,2.9,2.9,26.3,25,24.6,24.4,25.3,69,69,70,77
24.6,599.9,0.802141,-0.916732,-54.694551,-57.278591,21.393,2,2.7,2.7,2.7,2.7,2.9,2.5,2.9,2.8,3.1,3.1,2.9,26.3,25.3,24.6,24.5,25.3,69,70,72,79
25.1,599.9,0.802141,-0.916732,-54.694551,-57.278591,21.393,2.3,2.7,2.8,2.9,2.8,2.9,3.3,3,2.8,3.3,3.1,2.9,26.3,25.3,24.6,24.4,25.4,70,72,73,80
25.6,599.9,0.802141,-0.916732,-54.694551,-57.278591,21.393,3.4,3,3.3,3.1,2.9,2.9,2.8,2.7,2.8,2.9,2.8,2.9,26.3,25.2,24.6,24.4,25.4,70,72,74,82
24.9,599.9,0.802141,-0.916732,-54.694551,-57.278591,21.393,2.7,3.1,2.7,3,2.9,2.9,2.9,2.7,2.8,2.9,2.8,2.9,26.3,25,24.4,24.2,25.3,71,71,72,78
24.6,600.09,3.368992,-1.340721,-55.439396,-58.344292,21.279,2.8,2.4,2.3,2.5,2.8,2.9,2.8,2.7,2.8,3.1,2.8,2.9,26.3,25.1,24.6,24.6,25.3,69,71,73,79
24.5,600.09,3.368992,-1.340721,-55.439396,-58.344292,21.279,2.6,2.6,2.5,2.8,2.8,2.9,2.7,2.4,2.7,2.4,2.6,2.8,26.4,25.1,24.6,24.4,25.4,69,72,75,81
25.6,600.09,3.368992,-1.340721,-55.439396,-58.344292,21.279,2.4,2.5,3,2.8,2.8,2.9,2.6,2.5,2.6,1.5,2.3,2.7,26.5,25.1,24.5,24.3,25.5,70,71,71,76
25.1,600.06,0.148969,-1.432394,-54.969571,-57.502044,21.258,2.4,2.5,2,2.6,2.7,2.9,2.7,2.5,2.6,2.5,2.1,2.6,26.5,25.2,24.7,24.7,25.6,69,72,74,82
24.9,600.06,0.148969,-1.432394,-54.969571,-57.502044,21.258,2.4,2.1,1.4,1.9,2.5,2.9,2.3,2.5,2.6,2.2,2.2,2.5,26.6,25.3,24.6,24.4,25.7,70,72,74,82
25.6,600.06,0.148969,-1.432394,-54.969571,-57.502044,21.258,2.2,2.2,2.1,2.2,2.5,2.9,2.6,2.5,2.6,2.4,2.4,2.5,26.7,25.3,24.4,24.3,25.7,71,71,71,77
24.6,600.06,0.148969,-1.432394,-54.969571,-57.502044,21.258,2.6,2.3,2.6,2.5,2.5,2.9,2.9,2.7,2.6,3,2.6,2.5,26.8,25.3,24.5,24.5,25.8,69,70,70,79
25.1,600.2,-0.641713,-1.214671,-57.215565,-60.034518,20.906,2,2.3,2.4,2.5,2.5,2.9,2.4,2.6,2.6,2.7,2.8,2.6,26.9,25.3,24.7,24.4,25.8,68,69,68,72
24.9,600.2,-0.641713,-1.214671,-57.215565,-60.034518,20.906,2.3,2.5,2.3,2.4,2.5,2.9,2.8,2.6,2.6,2.8,2.8,2.6,27,25.2,24.6,24.7,25.7,68,69,67,72
24.6,600.2,-0.641713,-1.214671,-57.215565,-60.034518,20.906,2.7,2.4,3.5,2.7,2.6,2.9,3.1,2.6,2.6,2.9,2.6,2.6,27,25.4,24.9,24.8,25.7,64,68,69,77
25.1,599.89,2.950733,-1.312073,-57.364534,-59.719391,20.854,2.1,2.7,3,2.9,2.6,2.9,2.4,2.7,2.6,2.6,2.6,2.6,27,25.6,24.7,24.6,26,66,70,70,78
25.5,599.89,2.950733,-1.312073,-57.364534,-59.719391,20.854,1.9,2.1,2.7,2.5,2.6,2.9,3.4,2.7,2.6,2.8,2.7,2.6,27,25.5,24.8,24.7,26,65,68,67,74
24.9,599.89,2.950733,-1.312073,-57.364534,-59.719391,20.854,3,2.5,3.1,2.8,2.6,2.9,2.3,2.9,2.7,2.3,2.7,2.6,27.1,25.6,24.8,24.7,26.1,65,68,69,78
24.6,599.89,2.950733,-1.312073,-57.364534,-59.719391,20.854,2.6,2.5,2.7,2.6,2.6,2.9,2.3,2.6,2.7,2.3,2.6,2.6,27.1,25.6,24.9,24.8,26.2,65,66,69,77
25.1,600.05,1.678766,-1.08862,-53.565824,-55.508151,20.759,1.9,2.2,1.5,2.3,2.5,2.9,2,2.3,2.6,1.6,2.4,2.6,27.1,25.7,24.9,24.8,26.1,66,69,72,79
25.5,600.05,1.678766,-1.08862,-53.565824,-55.508151,20.759,1.8,2,1.9,2.1,2.5,2.9,2.5,2.2,2.5,2.9,2.5,2.6,27.1,25.8,24.9,24.8,26.3,65,69,72,79
24.9,600.05,1.678766,-1.08862,-53.565824,-55.508151,20.759,2.9,2,2.9,2.3,2.4,2.4,2.9,2.7,2.6,3.5,2.8,2.6,27.1,25.8,24.9,24.8,26.3,65,69,72,81
24.6,600.05,1.678766,-1.08862,-53.565824,-55.508151,20.759,2.1,2.2,2.4,2.3,2.4,2.4,1.5,2.3,2.5,2.3,2.7,2.6,27.1,25.6,24.8,24.7,26.2,65,67,67,73
25.1,599.95,3.764333,-0.595876,-55.80036,-57.954681,20.892,2.2,2.1,1.7,2.1,2.4,2.4,3.6,2.6,2.6,3.7,2.8,2.7,27.1,25.7,25,24.8,26.2,63,67,70,78
25.6,599.95,3.764333,-0.595876,-55.80036,-57.954681,20.892,2.5,2.4,2.3,2.5,2.4,2.4,2.4,2.6,2.6,2.6,2.8,2.7,27.1,25.6,24.8,24.6,26.1,65,67,68,74
24.9,599.95,3.764333,-0.595876,-55.80036,-57.954681,20.892,2.9,2.4,2.5,2.4,2.4,2.4,2.4,2.3,2.5,2.6,2.5,2.6,27.2,25.5,24.8,24.7,26.1,61,64,66,71
24.6,599.97,6.961437,-1.558445,117.456348,118.212652,26.481,3.2,2.6,3.6,2.9,2.5,2.5,2.6,2.6,2.6,2.6,2.8,2.7,27.2,25.6,25,24.9,26.2,60,64,67,75
25.1,599.97,6.961437,-1.558445,117.456348,118.212652,26.481,2.7,2.5,2.1,2.7,2.6,2.6,2.5,2.6,2.6,2.7,2.7,2.7,27.2,25.8,24.9,24.7,26.4,64,67,67,72
25.5,599.97,6.961437,-1.558445,117.456348,118.212652,26.481,2.9,2.5,2.3,2.5,2.5,2.6,2.8,2.7,2.6,2.8,2.7,2.7,27.2,25.7,24.9,24.7,26.2,63,65,65,69
24.9,599.97,6.961437,-1.558445,117.456348,118.212652,26.481,2.7,2.6,2.5,2.5,2.5,2.6,2.6,2.7,2.6,2.6,2.8,2.7,27.2,25.7,24.9,24.7,26.2,62,64,62,66
24.6,600,1.546986,-1.042783,123.67294,123.655751,26.435,2.1,2.3,2.5,2.6,2.5,2.6,2.8,2.7,2.6,2.7,2.7,2.7,27.3,25.7,25.1,24.8,26.2,63,62,62,65
25.6,600,1.546986,-1.042783,123.67294,123.655751,26.435,2.8,2.5,2.5,2.6,2.6,2.6,2.7,2.6,2.6,2.3,2.6,2.7,27.3,25.8,25.1,25.1,26.1,62,63,65,70
25.1,600,1.546986,-1.042783,123.67294,123.655751,26.435,2.4,2.5,2.8,2.6,2.5,2.6,3.2,2.9,2.7,3.4,3,2.8,27.3,25.7,25,24.9,26,62,63,64,71
24.9,599.95,-4.606581,-0.773493,120.567509,120.41281,26.945,3.2,2.5,3.1,2.6,2.6,2.6,3.7,3.1,2.8,2.5,2.9,2.8,27.3,25.8,25.1,24.9,26.1,63,67,68,75
24.7,599.95,-4.606581,-0.773493,120.567509,120.41281,26.945,2.5,2.9,2.5,2.8,2.6,2.6,2.6,3,2.8,2.6,2.8,2.8,27.3,25.6,25,24.7,26,63,63,64,71
25.5,599.95,-4.606581,-0.773493,120.567509,120.41281,26.945,2.4,2.3,2.5,2.7,2.6,2.7,2.3,2.8,2.8,3,2.9,2.8,27.3,25.7,25.1,24.8,26.1,61,62,64,70
25.1,599.95,-4.606581,-0.773493,120.567509,120.41281,26.945,2.5,2.4,2.4,2.6,2.6,2.7,2.8,2.8,2.8,2.5,3,2.9,27.3,25.7,25.1,24.9,26.2,61,62,66,73
24.9,599.85,-5.683741,-1.306344,122.188979,121.719154,25.929,3.1,2.6,2.9,2.7,2.6,2.7,2.8,2.9,2.8,2.7,2.8,2.9,27.3,25.9,25,24.9,26.4,59,62,64,72
24.7,599.85,-5.683741,-1.306344,122.188979,121.719154,25.929,1.8,2.4,2.2,2.4,2.6,2.7,2.4,2.7,2.8,2.7,2.8,2.8,27.4,25.9,25.2,24.9,26.2,59,62,64,69
25.1,599.85,-5.683741,-1.306344,122.188979,121.719154,25.929,1.9,2,2.5,2.1,2.4,2.7,2.8,2.6,2.7,3,2.8,2.8,27.3,25.9,25.2,25,26.2,61,65,69,76
24.9,599.89,-6.967167,-0.630254,121.025875,121.472782,26.013,1.9,2,2.5,2.2,2.4,2.7,1.7,2.5,2.7,2.3,2.6,2.8,27.3,25.9,25.2,25,26.3,63,66,69,76
25.6,599.89,-6.967167,-0.630254,121.025875,121.472782,26.013,2.2,2.2,3.2,2.4,2.4,2.7,2.9,2.6,2.7,2.5,2.6,2.7,27.3,25.9,25.1,24.9,26.2,61,66,68,76
24.7,599.89,-6.967167,-0.630254,121.025875,121.472782,26.013,1.9,2.1,2,2.4,2.4,2.7,2.1,2.6,2.7,3,2.7,2.7,27.3,25.8,25.1,24.8,26.1,62,66,67,72
25.1,600.1,-2.051189,-0.750575,121.593103,121.621751,26.064,2.9,2.4,2.6,2.6,2.5,2.7,2.4,2.5,2.6,2,2.4,2.6,27.3,25.8,25.1,24.9,26.1,62,65,67,73
25.6,600.1,-2.051189,-0.750575,121.593103,121.621751,26.064,2.1,2.4,2.7,2.6,2.5,2.7,2.8,2.6,2.6,2.3,2.5,2.6,27.2,25.7,25.1,24.8,26.1,58,62,64,69
24.9,600.1,-2.051189,-0.750575,121.593103,121.621751,26.064,2.5,2.5,2.2,2.4,2.5,2.7,2.8,2.7,2.6,3,2.8,2.7,27.2,25.9,25.2,25,26.2,59,63,66,71
24.6,600.08,0.446907,-1.369369,122.756208,122.653075,26.029,2.7,2.6,2.8,2.7,2.5,2.7,2.8,2.9,2.7,2.6,2.8,2.7,27.2,25.9,25.2,25,26.3,61,64,66,72
25.1,600.08,0.446907,-1.369369,122.756208,122.653075,26.029,3.3,2.8,3.5,2.9,2.6,2.7,2.2,2.8,2.7,2.2,2.7,2.7,27.3,26,25.2,24.9,26.3,62,64,65,70
24.9,600.44,-2.509555,-1.375099,121.300895,122.527024,26.18,3.6,2.8,2.5,2.7,2.6,2.7,2.8,2.8,2.7,2.8,2.7,2.7,27.3,26,25.1,25,26.3,61,63,66,72
25.5,600.44,-2.509555,-1.375099,121.300895,122.527024,26.18,2.5,2.5,3,2.8,2.7,2.7,2.5,2.7,2.7,2.8,2.8,2.8,27.3,25.9,25.1,25,26.3,62,63,65,73
24.6,600.44,-2.509555,-1.375099,121.300895,122.527024,26.18,3.3,2.8,3.6,3.2,2.8,2.8,3.4,3,2.8,3.3,2.9,2.8,27.3,25.8,25,24.9,26.3,60,62,66,75
25.1,600.06,0.487014,-0.939651,120.172168,121.237869,25.743,2.8,2.9,3,3.2,2.9,2.9,3,3.4,2.9,3.3,3.1,2.9,27.3,25.8,25.1,24.9,26.3,60,63,68,76
